"source","url","title","sentiment_score","word_count","avg_sentiment","matched_keywords","candidate","article_order"
"The Stranger","https://www.thestranger.com/news/2025/07/17/80152628/hot-rat-summer-gets-its-own-media-stunt","Hot Rat Summer Gets Its Own Media Stunt Just Can't Get Enough?",-1,36,-0.0277777777777778,"['mayor', 'mayoral', 'city council', 'municipal', 'harrell', 'bruce', 'davison', 'nelson', 'bruce harrell', 'ann davison', 'sara nelson', 'budget', 'public safety', 'parks', 'legislation']","Harrell",971
"The Stranger","https://www.thestranger.com/news/2025/07/17/80153045/thousands-of-bruce-harrells-employees-endorse-his-opponent","Thousands of Bruce Harrell’s Employees Endorse His Opponent Just Can't Get Enough?",51,31,1.64516129032258,"['mayor', 'mayoral', 'candidate', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'budget', 'housing', 'transportation', 'SPD', 'harrell (title)', 'bruce (title)', 'bruce harrell (title)']","Harrell",973
"The Stranger","https://www.thestranger.com/news/2025/07/28/80169410/katie-wilson-is-giving-harrell-a-run-for-his-money-literally","Katie Wilson Is Giving Harrell a Run for His Money, Literally Just Can't Get Enough?",22,28,0.785714285714286,"['mayor', 'mayoral', 'election', 'candidate', 'harrell', 'bruce', 'sawant', 'wilson', 'bruce harrell', 'kshama sawant', 'katie wilson', 'transportation', 'zoning', 'public safety', 'police', 'harrell (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",977
"The Stranger","https://www.thestranger.com/news/2025/07/29/80170952/city-council-ghosted-the-renters-commission-last-week-will-they-show-up-today","City Council Ghosted the Renters Commission Last Week. Will They Show Up Today? Just Can't Get Enough?",-19,32,-0.59375,"['mayor', 'city council', 'councilmember', 'juarez', 'nelson', 'debora juarez', 'sara nelson', 'housing', 'homelessness', 'legislation', 'city council (title)']","Nelson",979
"The Stranger","https://www.thestranger.com/news/2025/07/30/80172726/a-conservative-out-of-state-pac-is-backing-sara-nelson","A Conservative Out-of-State PAC Is Backing Sara Nelson Just Can't Get Enough?",6,22,0.272727272727273,"['city council', 'election', 'candidate', 'nelson', 'foster', 'sara nelson', 'housing', 'policy', 'development', 'nelson (title)', 'sara nelson (title)']","Nelson",981
"The Stranger","https://www.thestranger.com/podcasts/2025/08/01/80175502/francesca-fiorentini-says-grab-a-spine-and-laugh","Francesca Fiorentini Says Grab a Spine (and Laugh) Just Can't Get Enough?",35,94,0.372340425531915,"['mayoral', 'councilmember', 'candidate', 'wilson', 'katie wilson', 'police']","Wilson",983
"The Stranger","https://www.thestranger.com/politics/2025/07/25/80165333/what-you-missed-at-candidate-survivor-last-night","What You Missed at Candidate Survivor Last Night Just Can't Get Enough?",13,16,0.8125,"['city council', 'candidate', 'wilson', 'katie wilson', 'policy', 'candidate (title)']","Wilson",985
"The Stranger","https://www.thestranger.com/slog-am/2025/07/23/80162181/slog-am-ice-detains-high-school-theater-director-israel-strikes-who-site-and-ceos-love-bruce-harrell","Slog AM: ICE Detains High School Theater Director, Israel Strikes WHO Site, and CEOs love Bruce Harrell Just Can't Get Enough?",-144,126,-1.14285714285714,"['mayor', 'election', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'police', 'SPD', 'policy', 'development', 'harrell (title)', 'bruce (title)', 'bruce harrell (title)']","Harrell",1003
"The Stranger","https://www.thestranger.com/slog-am/2025/07/24/80163610/slog-am-city-council-ghosts-the-renters-commission-the-state-gop-is-trying-to-suppress-the-vote-trumps-in-the-epstein-files","Slog AM: City Council Ghosts the Renters Commission, the State GOP Is Trying to Suppress the Vote, Trump's in the Epstein Files Just Can't Get Enough?",-139,118,-1.17796610169492,"['city council', 'municipal', 'davison', 'nelson', 'ann davison', 'sara nelson', 'budget', 'taxes', 'city council (title)']","Nelson",1005
"The Stranger","https://www.thestranger.com/slog-am/2025/07/29/80170879/slog-am-debora-juarez-back-on-council-ann-davison-stabs-denny-blaine-in-the-backside-manhattan-gunman-likely-targeted-nfl","Slog AM: Debora Juarez Back On Council, Ann Davison Stabs Denny Blaine In The Back(side), Manhattan Gunman Likely Targeted NFL Just Can't Get Enough?",-41,86,-0.476744186046512,"['mayor', 'city council', 'election', 'candidate', 'harrell', 'bruce', 'davison', 'juarez', 'wilson', 'bruce harrell', 'ann davison', 'debora juarez', 'katie wilson', 'zoning', 'police', 'SPD', 'infrastructure', 'taxes', 'parks', 'davison (title)', 'juarez (title)', 'ann davison (title)', 'debora juarez (title)']","Harrell",1007
"The Stranger","https://www.thestranger.com/slog-am/2025/07/31/80173816/slog-am-trumps-still-throwing-tariff-tantrums-out-of-state-money-rolls-into-city-council-race-boeing-workers-threaten-to-strike","Slog AM: Trump’s Still Throwing Tariff Tantrums, Out-of-State Money Rolls into City Council Race, Boeing Workers Threaten to Strike Just Can't Get Enough?",-11,45,-0.244444444444444,"['mayor', 'city council', 'councilmember', 'candidate', 'harrell', 'bruce', 'nelson', 'foster', 'bruce harrell', 'sara nelson', 'homeless', 'development', 'city council (title)']","Harrell",1011
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/04/01/79993955/the-2025-campaign-season-has-begun","The 2025 Campaign Season Has Begun Just Can't Get Enough?",30,45,0.666666666666667,"['mayor', 'city council', 'election', 'harrell', 'bruce', 'davison', 'morales', 'nelson', 'sawant', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'sara nelson', 'kshama sawant', 'katie wilson', 'housing', 'homeless', 'homelessness', 'transportation', 'public safety', 'police', 'taxes', 'policy', 'parks']","Harrell",1017
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/02/80127708/the-stranger-endorses-katie-wilson-for-mayor","The Stranger Endorses Katie Wilson for Mayor Just Can't Get Enough?",0,55,0,"['mayor', 'city council', 'municipal', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'housing', 'homelessness', 'police', 'SPD', 'policy', 'ordinance', 'mayor (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",1021
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80127888/vote-for-erika-evans-for-city-attorney","Vote for Erika Evans for City Attorney Just Can't Get Enough?",-20,61,-0.327868852459016,"['councilmember', 'election', 'harrell', 'bruce', 'davison', 'oliver', 'wilson', 'bruce harrell', 'ann davison', 'katie wilson', 'police']","Harrell",1023
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80128730/vote-for-dionne-foster-for-city-council-position-9","Vote for Dionne Foster for City Council Position 9 Just Can't Get Enough?",-12,42,-0.285714285714286,"['city council', 'election', 'candidate', 'municipal', 'nelson', 'foster', 'sara nelson', 'housing', 'homeless', 'homelessness', 'police', 'policy', 'city council (title)', 'foster (title)']","Nelson",1025
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129310/vote-for-eddie-lin-for-city-council-district-2","Vote for Eddie Lin for City Council District 2 Just Can't Get Enough?",-5,41,-0.121951219512195,"['mayor', 'mayoral', 'city council', 'councilmember', 'harrell', 'bruce', 'morales', 'bruce harrell', 'tammy morales', 'housing', 'transportation', 'police', 'city council (title)']","Harrell",1027
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129783/vote-for-alexis-mercedes-rinck-for-city-council-position-8","Vote for Alexis Mercedes Rinck for City Council Position 8 Just Can't Get Enough?",4,16,0.25,"['mayor', 'city council', 'election', 'morales', 'nelson', 'tammy morales', 'sara nelson', 'SPD', 'taxes', 'city council (title)']","Nelson",1029
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/09/80139298/the-strangers-primary-election-voting-guide","The Stranger's Primary Election Voting Guide Just Can't Get Enough?",-118,902,-0.130820399113082,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'municipal', 'governance', 'harrell', 'bruce', 'davison', 'morales', 'mosqueda', 'nelson', 'oliver', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'katie wilson', 'budget', 'housing', 'homeless', 'homelessness', 'transportation', 'police', 'SPD', 'infrastructure', 'taxes', 'policy', 'development', 'parks', 'ordinance', 'legislation', 'ballot measure', 'election (title)']","Harrell",1034
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/09/80139298/the-strangers-primary-election-voting-guide","The Stranger's Primary Election Voting Guide Just Can't Get Enough?",-118,902,-0.130820399113082,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'municipal', 'governance', 'harrell', 'bruce', 'davison', 'morales', 'mosqueda', 'nelson', 'oliver', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'katie wilson', 'budget', 'housing', 'homeless', 'homelessness', 'transportation', 'police', 'SPD', 'infrastructure', 'taxes', 'policy', 'development', 'parks', 'ordinance', 'legislation', 'ballot measure', 'election (title)']","Harrell",1035
"The Stranger","https://www.thestranger.com/stranger-election-control-board/2025/07/23/80160760/candidate-survivor-is-thursday","Candidate Survivor Is Thursday Just Can't Get Enough?",15,11,1.36363636363636,"['mayoral', 'election', 'candidate', 'harrell', 'bruce', 'foster', 'wilson', 'bruce harrell', 'katie wilson', 'housing', 'candidate (title)']","Harrell",1039
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/17/79829089/landlord-lobby-wishlist-leaked","Landlord Lobby Wishlist Leaked Just Can't Get Enough?",0,57,0,"['mayor', 'city council', 'election', 'harrell', 'bruce', 'nelson', 'foster', 'bruce harrell', 'sara nelson', 'budget', 'housing', 'homeless', 'homelessness', 'policy', 'development', 'legislation']","Harrell",1049
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/17/79829149/mayor-bruce-harrell-fires-former-seattle-police-chief-adrian-diaz","Mayor Bruce Harrell Fires Former Seattle Police Chief Adrian Diaz Just Can't Get Enough?",-23,25,-0.92,"['mayor', 'city council', 'harrell', 'bruce', 'davison', 'bruce harrell', 'ann davison', 'police', 'SPD', 'mayor (title)', 'harrell (title)', 'bruce (title)', 'bruce harrell (title)', 'police (title)']","Harrell",1051
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/18/79830955/city-attorney-ann-davisons-office-strikes-deal-with-spd-officer-who-killed-jaahnavi-kandula","City Attorney Ann Davison’s Office Strikes Deal with SPD Officer who Killed Jaahnavi Kandula Just Can't Get Enough?",-54,43,-1.25581395348837,"['municipal', 'davison', 'ann davison', 'police', 'SPD', 'davison (title)', 'ann davison (title)', 'SPD (title)']","Davison",1053
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/20/79832816/ten-times-sara-nelson-engaged-in-the-performative-ideological-political-theater-she-decries","Ten Times Sara Nelson Engaged In The “Performative, Ideological” “Political Theater” She Decries Just Can't Get Enough?",-34,102,-0.333333333333333,"['mayor', 'city council', 'election', 'candidate', 'governance', 'harrell', 'bruce', 'davison', 'lewis', 'morales', 'mosqueda', 'nelson', 'pedersen', 'sawant', 'strauss', 'bruce harrell', 'ann davison', 'andrew lewis', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'alex pedersen', 'kshama sawant', 'dan strauss', 'budget', 'housing', 'police', 'SPD', 'policy', 'development', 'referendum', 'legislation', 'nelson (title)', 'sara nelson (title)']","Harrell",1056
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/20/79832816/ten-times-sara-nelson-engaged-in-the-performative-ideological-political-theater-she-decries","Ten Times Sara Nelson Engaged In The “Performative, Ideological” “Political Theater” She Decries Just Can't Get Enough?",-34,102,-0.333333333333333,"['mayor', 'city council', 'election', 'candidate', 'governance', 'harrell', 'bruce', 'davison', 'lewis', 'morales', 'mosqueda', 'nelson', 'pedersen', 'sawant', 'strauss', 'bruce harrell', 'ann davison', 'andrew lewis', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'alex pedersen', 'kshama sawant', 'dan strauss', 'budget', 'housing', 'police', 'SPD', 'policy', 'development', 'referendum', 'legislation', 'nelson (title)', 'sara nelson (title)']","Harrell",1057
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/23/79839659/king-county-metro-bus-driver-shawn-yims-death-is-a-tragedy","King County Metro Bus Driver Shawn Yim’s Death Is a Tragedy Just Can't Get Enough?",-96,78,-1.23076923076923,"['mayor', 'harrell', 'bruce', 'bruce harrell', 'budget', 'housing', 'homeless', 'police', 'SPD']","Harrell",1061
"The Stranger (Web)","https://www.thestranger.com/news/2024/12/24/79839693/mayor-harrell-seems-unbeatable-because-his-old-political-opponents-arent-trying-to-beat-him","Mayor Harrell Seems Unbeatable Because His Old Political Opponents Aren’t Trying to Beat Him Just Can't Get Enough?",53,75,0.706666666666667,"['mayor', 'mayoral', 'city council', 'seattle politics', 'election', 'candidate', 'harrell', 'bruce', 'davison', 'nelson', 'gonzalez', 'bruce harrell', 'ann davison', 'sara nelson', 'budget', 'housing', 'homelessness', 'transportation', 'public safety', 'infrastructure', 'legislation', 'mayor (title)', 'harrell (title)']","Harrell",1063
"The Stranger (Web)","https://www.thestranger.com/news/2025/02/06/79909039/the-call-is-coming-from-outside-the-house","The Call Is Coming from Outside the House Just Can't Get Enough?",13,14,0.928571428571429,"['mayor', 'harrell', 'bruce', 'bruce harrell', 'housing']","Harrell",1065
"The Stranger (Web)","https://www.thestranger.com/news/2025/02/12/79918008/legislative-sausage-making-at-its-finest-spds-blast-balls-are-back","“Legislative sausage-making at its finest”: SPD’s Blast Balls are Back Just Can't Get Enough?",-101,102,-0.990196078431373,"['mayor', 'mayoral', 'city council', 'councilmember', 'harrell', 'bruce', 'nelson', 'strauss', 'bruce harrell', 'sara nelson', 'dan strauss', 'police', 'SPD', 'policy', 'ordinance', 'SPD (title)']","Harrell",1067
"The Stranger (Web)","https://www.thestranger.com/news/2025/03/07/79956841/dionne-foster-is-not-sara-nelson-so-who-is-she","Dionne Foster Is Not Sara Nelson. So, Who Is She? Just Can't Get Enough?",38,44,0.863636363636364,"['mayor', 'city council', 'nelson', 'foster', 'sara nelson', 'housing', 'homelessness', 'transportation', 'policy', 'development', 'nelson (title)', 'foster (title)', 'sara nelson (title)']","Nelson",1068
"The Stranger (Web)","https://www.thestranger.com/news/2025/03/07/79956841/dionne-foster-is-not-sara-nelson-so-who-is-she","Dionne Foster Is Not Sara Nelson. So, Who Is She? Just Can't Get Enough?",38,44,0.863636363636364,"['mayor', 'city council', 'nelson', 'foster', 'sara nelson', 'housing', 'homelessness', 'transportation', 'policy', 'development', 'nelson (title)', 'foster (title)', 'sara nelson (title)']","Nelson",1069
"The Stranger (Web)","https://www.thestranger.com/news/2025/03/07/79956893/city-hall-is-back-on-denny-blaine","City Hall Is Back on Denny Blaine Just Can't Get Enough?",-7,45,-0.155555555555556,"['mayor', 'harrell', 'bruce', 'bruce harrell', 'police', 'parks']","Harrell",1071
"The Stranger (Web)","https://www.thestranger.com/news/2025/04/01/79993070/chinga-la-migra","""Chinga La Migra"" Just Can't Get Enough?",-12,8,-1.5,"['juarez', 'nelson']","Nelson",1072
"The Stranger (Web)","https://www.thestranger.com/news/2025/04/01/79993070/chinga-la-migra","""Chinga La Migra"" Just Can't Get Enough?",-12,8,-1.5,"['juarez', 'nelson']","Nelson",1073
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/05/80043102/seattle-police-trespassed-a-trans-woman-for-being-naked-at-a-queer-nude-beach","Seattle Police Trespassed a Trans Woman for Being Naked at a Queer Nude Beach Just Can't Get Enough?",-17,45,-0.377777777777778,"['mayor', 'harrell', 'bruce', 'bruce harrell', 'police', 'SPD', 'parks', 'police (title)']","Harrell",1076
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/05/80043102/seattle-police-trespassed-a-trans-woman-for-being-naked-at-a-queer-nude-beach","Seattle Police Trespassed a Trans Woman for Being Naked at a Queer Nude Beach Just Can't Get Enough?",-17,45,-0.377777777777778,"['mayor', 'harrell', 'bruce', 'bruce harrell', 'police', 'SPD', 'parks', 'police (title)']","Harrell",1077
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/08/80047730/spd-chief-tells-denny-blaine-beachgoers-legal-nudity-is-legal","SPD Chief Tells Denny Blaine Beachgoers Legal Nudity Is Legal Just Can't Get Enough?",-48,134,-0.358208955223881,"['mayor', 'councilmember', 'harrell', 'bruce', 'bruce harrell', 'police', 'SPD', 'policy', 'parks', 'SPD (title)']","Harrell",1081
"The Stranger (Web)","https://www.thestranger.com/news/2025/05/23/80070048/weve-got-a-mayors-race","We’ve Got a Mayor’s Race! Just Can't Get Enough?",11,12,0.916666666666667,"['mayor', 'councilmember', 'election', 'harrell', 'bruce', 'morales', 'wilson', 'bruce harrell', 'tammy morales', 'katie wilson', 'mayor (title)']","Harrell",1083
"The Stranger (Web)","https://www.thestranger.com/news/2025/06/27/80120394/progressive-revenue-is-not-dead-in-seattle","Progressive Revenue Is Not Dead in Seattle Just Can't Get Enough?",-26,53,-0.490566037735849,"['mayor', 'city council', 'election', 'candidate', 'harrell', 'bruce', 'bruce harrell', 'budget', 'housing', 'homelessness', 'police', 'taxes', 'policy']","Harrell",1095
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/17/80152628/hot-rat-summer-gets-its-own-media-stunt","Hot Rat Summer Gets Its Own Media Stunt Just Can't Get Enough?",-1,36,-0.0277777777777778,"['mayor', 'mayoral', 'city council', 'municipal', 'harrell', 'bruce', 'davison', 'nelson', 'bruce harrell', 'ann davison', 'sara nelson', 'budget', 'public safety', 'parks', 'legislation']","Harrell",1101
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/17/80153045/thousands-of-bruce-harrells-employees-endorse-his-opponent","Thousands of Bruce Harrell’s Employees Endorse His Opponent Just Can't Get Enough?",51,31,1.64516129032258,"['mayor', 'mayoral', 'candidate', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'budget', 'housing', 'transportation', 'SPD', 'harrell (title)', 'bruce (title)', 'bruce harrell (title)']","Harrell",1103
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/28/80169410/katie-wilson-is-giving-harrell-a-run-for-his-money-literally","Katie Wilson Is Giving Harrell a Run for His Money, Literally Just Can't Get Enough?",22,28,0.785714285714286,"['mayor', 'mayoral', 'election', 'candidate', 'harrell', 'bruce', 'sawant', 'wilson', 'bruce harrell', 'kshama sawant', 'katie wilson', 'transportation', 'zoning', 'public safety', 'police', 'harrell (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",1107
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/29/80170952/city-council-ghosted-the-renters-commission-last-week-will-they-show-up-today","City Council Ghosted the Renters Commission Last Week. Will They Show Up Today? Just Can't Get Enough?",-19,32,-0.59375,"['mayor', 'city council', 'councilmember', 'juarez', 'nelson', 'debora juarez', 'sara nelson', 'housing', 'homelessness', 'legislation', 'city council (title)']","Nelson",1109
"The Stranger (Web)","https://www.thestranger.com/news/2025/07/30/80172726/a-conservative-out-of-state-pac-is-backing-sara-nelson","A Conservative Out-of-State PAC Is Backing Sara Nelson Just Can't Get Enough?",6,22,0.272727272727273,"['city council', 'election', 'candidate', 'nelson', 'foster', 'sara nelson', 'housing', 'policy', 'development', 'nelson (title)', 'sara nelson (title)']","Nelson",1111
"The Stranger (Web)","https://www.thestranger.com/podcasts/2025/08/01/80175502/francesca-fiorentini-says-grab-a-spine-and-laugh","Francesca Fiorentini Says Grab a Spine (and Laugh) Just Can't Get Enough?",35,94,0.372340425531915,"['mayoral', 'councilmember', 'candidate', 'wilson', 'katie wilson', 'police']","Wilson",1114
"The Stranger (Web)","https://www.thestranger.com/politics/2025/07/25/80165333/what-you-missed-at-candidate-survivor-last-night","What You Missed at Candidate Survivor Last Night Just Can't Get Enough?",13,16,0.8125,"['city council', 'candidate', 'wilson', 'katie wilson', 'policy', 'candidate (title)']","Wilson",1116
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/23/80162181/slog-am-ice-detains-high-school-theater-director-israel-strikes-who-site-and-ceos-love-bruce-harrell","Slog AM: ICE Detains High School Theater Director, Israel Strikes WHO Site, and CEOs love Bruce Harrell Just Can't Get Enough?",-144,126,-1.14285714285714,"['mayor', 'election', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'police', 'SPD', 'policy', 'development', 'harrell (title)', 'bruce (title)', 'bruce harrell (title)']","Harrell",1134
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/24/80163610/slog-am-city-council-ghosts-the-renters-commission-the-state-gop-is-trying-to-suppress-the-vote-trumps-in-the-epstein-files","Slog AM: City Council Ghosts the Renters Commission, the State GOP Is Trying to Suppress the Vote, Trump's in the Epstein Files Just Can't Get Enough?",-139,118,-1.17796610169492,"['city council', 'municipal', 'davison', 'nelson', 'ann davison', 'sara nelson', 'budget', 'taxes', 'city council (title)']","Nelson",1136
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/29/80170879/slog-am-debora-juarez-back-on-council-ann-davison-stabs-denny-blaine-in-the-backside-manhattan-gunman-likely-targeted-nfl","Slog AM: Debora Juarez Back On Council, Ann Davison Stabs Denny Blaine In The Back(side), Manhattan Gunman Likely Targeted NFL Just Can't Get Enough?",-41,86,-0.476744186046512,"['mayor', 'city council', 'election', 'candidate', 'harrell', 'bruce', 'davison', 'juarez', 'wilson', 'bruce harrell', 'ann davison', 'debora juarez', 'katie wilson', 'zoning', 'police', 'SPD', 'infrastructure', 'taxes', 'parks', 'davison (title)', 'juarez (title)', 'ann davison (title)', 'debora juarez (title)']","Harrell",1138
"The Stranger (Web)","https://www.thestranger.com/slog-am/2025/07/31/80173816/slog-am-trumps-still-throwing-tariff-tantrums-out-of-state-money-rolls-into-city-council-race-boeing-workers-threaten-to-strike","Slog AM: Trump’s Still Throwing Tariff Tantrums, Out-of-State Money Rolls into City Council Race, Boeing Workers Threaten to Strike Just Can't Get Enough?",-11,45,-0.244444444444444,"['mayor', 'city council', 'councilmember', 'candidate', 'harrell', 'bruce', 'nelson', 'foster', 'bruce harrell', 'sara nelson', 'homeless', 'development', 'city council (title)']","Harrell",1142
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/04/01/79993955/the-2025-campaign-season-has-begun","The 2025 Campaign Season Has Begun Just Can't Get Enough?",30,45,0.666666666666667,"['mayor', 'city council', 'election', 'harrell', 'bruce', 'davison', 'morales', 'nelson', 'sawant', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'sara nelson', 'kshama sawant', 'katie wilson', 'housing', 'homeless', 'homelessness', 'transportation', 'public safety', 'police', 'taxes', 'policy', 'parks']","Harrell",1148
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/02/80127708/the-stranger-endorses-katie-wilson-for-mayor","The Stranger Endorses Katie Wilson for Mayor Just Can't Get Enough?",0,55,0,"['mayor', 'city council', 'municipal', 'harrell', 'bruce', 'wilson', 'bruce harrell', 'katie wilson', 'housing', 'homelessness', 'police', 'SPD', 'policy', 'ordinance', 'mayor (title)', 'wilson (title)', 'katie wilson (title)']","Harrell",1152
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80127888/vote-for-erika-evans-for-city-attorney","Vote for Erika Evans for City Attorney Just Can't Get Enough?",-20,61,-0.327868852459016,"['councilmember', 'election', 'harrell', 'bruce', 'davison', 'oliver', 'wilson', 'bruce harrell', 'ann davison', 'katie wilson', 'police']","Harrell",1154
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80128730/vote-for-dionne-foster-for-city-council-position-9","Vote for Dionne Foster for City Council Position 9 Just Can't Get Enough?",-12,42,-0.285714285714286,"['city council', 'election', 'candidate', 'municipal', 'nelson', 'foster', 'sara nelson', 'housing', 'homeless', 'homelessness', 'police', 'policy', 'city council (title)', 'foster (title)']","Nelson",1156
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129310/vote-for-eddie-lin-for-city-council-district-2","Vote for Eddie Lin for City Council District 2 Just Can't Get Enough?",-5,41,-0.121951219512195,"['mayor', 'mayoral', 'city council', 'councilmember', 'harrell', 'bruce', 'morales', 'bruce harrell', 'tammy morales', 'housing', 'transportation', 'police', 'city council (title)']","Harrell",1158
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/03/80129783/vote-for-alexis-mercedes-rinck-for-city-council-position-8","Vote for Alexis Mercedes Rinck for City Council Position 8 Just Can't Get Enough?",4,16,0.25,"['mayor', 'city council', 'election', 'morales', 'nelson', 'tammy morales', 'sara nelson', 'SPD', 'taxes', 'city council (title)']","Nelson",1160
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/09/80139298/the-strangers-primary-election-voting-guide","The Stranger's Primary Election Voting Guide Just Can't Get Enough?",-118,902,-0.130820399113082,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'municipal', 'governance', 'harrell', 'bruce', 'davison', 'morales', 'mosqueda', 'nelson', 'oliver', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'katie wilson', 'budget', 'housing', 'homeless', 'homelessness', 'transportation', 'police', 'SPD', 'infrastructure', 'taxes', 'policy', 'development', 'parks', 'ordinance', 'legislation', 'ballot measure', 'election (title)']","Harrell",1165
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/09/80139298/the-strangers-primary-election-voting-guide","The Stranger's Primary Election Voting Guide Just Can't Get Enough?",-118,902,-0.130820399113082,"['mayor', 'mayoral', 'city council', 'councilmember', 'election', 'candidate', 'municipal', 'governance', 'harrell', 'bruce', 'davison', 'morales', 'mosqueda', 'nelson', 'oliver', 'foster', 'wilson', 'bruce harrell', 'ann davison', 'tammy morales', 'teresa mosqueda', 'sara nelson', 'katie wilson', 'budget', 'housing', 'homeless', 'homelessness', 'transportation', 'police', 'SPD', 'infrastructure', 'taxes', 'policy', 'development', 'parks', 'ordinance', 'legislation', 'ballot measure', 'election (title)']","Harrell",1166
"The Stranger (Web)","https://www.thestranger.com/stranger-election-control-board/2025/07/23/80160760/candidate-survivor-is-thursday","Candidate Survivor Is Thursday Just Can't Get Enough?",15,11,1.36363636363636,"['mayoral', 'election', 'candidate', 'harrell', 'bruce', 'foster', 'wilson', 'bruce harrell', 'katie wilson', 'housing', 'candidate (title)']","Harrell",1170
